vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
a~,213,528,990,3143,1
o,283,475,918,3138,0
a,253,858,1589,2916,0
2,164,416,1618,2825,0
9,237,652,1666,2781,0
3,263,618,2124,2951,0
E~,229,653,1544,3103,1
i,248,316,2059,3404,0
e,212,507,2312,3090,0
E~,158,661,1514,3313,1
e,278,522,2507,3171,0
o,240,473,921,3163,0
e,168,466,2425,3062,0
E~,155,658,1393,2825,1
e,275,528,2344,3148,0
o,220,413,950,3185,0
i,226,315,2530,3652,0
u,155,320,923,2863,0
y,176,325,2161,2753,0
y,284,323,2158,2571,0
E~,239,779,1337,3361,1
a~,242,534,935,2612,1
O~,205,354,1176,2003,1
u,275,414,903,3100,0
O~,160,339,1459,2259,1
y,225,293,2213,2643,0
o,287,418,982,2996,0
a,261,822,1734,2973,0
i,237,320,2366,3228,0
i,257,422,2595,3418,0
u,234,316,1053,2758,0
E~,265,804,1630,3212,1
y,155,364,1760,2628,0
O~,289,430,1100,2048,1
i,253,276,2500,3243,0
3,209,473,2284,3103,0
O~,156,405,1230,2891,1
a~,245,791,1238,3053,1
y,188,331,2103,2687,0
a,254,830,1473,2549,0
e,278,537,2476,3150,0
a~,159,348,1158,1804,1
O~,200,415,1057,2273,1
e,237,539,2458,3150,0
o,198,497,924,3183,0
e,243,479,2379,3139,0
3,203,550,2014,2962,0
2,262,482,1694,2897,0
e,182,563,2332,3200,0
3,226,698,2115,2960,0
a~,255,762,1418,3329,1
u,274,390,827,3060,0
O~,244,475,1127,2894,1
y,199,309,2204,2711,0
o,239,437,1033,3162,0
E~,276,706,1582,2940,1
e,277,555,2336,3163,0
3,278,704,2243,3104,0
E~,241,811,1593,3522,1
2,292,480,1575,2897,0
9,247,711,1558,2772,0
u,245,323,1026,2465,0
3,196,425,2191,3103,0
o,277,490,978,3015,0
y,153,323,1983,2499,0
y,217,328,1867,2601,0
3,257,679,2037,2996,0
2,292,450,1660,2905,0
o,216,500,941,3039,0
9,225,755,1647,2901,0
9,245,688,1648,2780,0
o,179,380,908,3214,0
2,203,427,1572,2712,0
i,279,333,2010,3328,0
2,242,441,1294,2751,0
a,263,816,1677,2981,0
9,264,724,1662,2799,0
a,241,846,1680,3000,0
a,239,760,1830,2916,0
O~,250,450,641,1940,1
E~,280,691,1277,3330,1
u,244,414,1016,3099,0
9,271,703,1661,2841,0
a~,202,529,1110,2965,1
2,239,419,1653,2630,0
o,269,475,1170,3060,0
9,268,674,1618,2900,0
a~,241,703,1067,2756,1
u,155,315,973,2748,0
O~,155,393,1089,2127,1
a~,149,617,1365,2838,1
y,157,328,1792,2546,0
u,254,344,862,2880,0
a,260,802,1694,3030,0
e,179,406,2245,2807,0
E~,245,745,1394,2889,1
i,280,369,2433,3737,0
a,221,798,1796,2959,0
E~,215,713,1384,2708,1
i,174,312,2145,3284,0
a,269,829,1379,2685,0
y,271,296,1986,2524,0
3,253,641,2190,2845,0
o,247,366,923,2895,0
u,227,292,864,2424,0
9,231,630,1572,2675,0
2,229,372,1373,2604,0
9,238,568,1591,2700,0
e,223,385,2405,3095,0
O~,232,391,1334,3013,1
i,242,318,2476,3503,0
E~,205,566,1320,2540,1
3,271,375,2340,3038,0
3,214,343,2346,2947,0
o,274,416,781,2877,0
y,270,313,1844,2540,0
3,263,610,2135,2801,0
9,261,613,1461,2697,0
i,229,322,2531,3675,0
O~,238,562,1376,2783,1
u,237,269,562,2432,0
a~,212,488,834,2488,1
i,262,315,1940,3137,0
y,242,300,1978,2372,0
a~,236,477,736,2507,1
2,228,443,1445,2724,0
a,127,890,1529,2533,0
u,212,312,861,2436,0
2,260,434,1445,2622,0
a~,257,479,880,2485,1
u,272,300,903,2613,0
a~,260,507,853,2516,1
a,249,820,1558,2213,0
a,245,887,1475,2641,0
e,181,419,2405,2938,0
2,243,410,1704,2644,0
2,248,405,1437,2648,0
9,250,626,1476,2784,0
E~,271,527,1312,2423,1
O~,240,576,1888,3141,1
3,213,603,2216,2882,0
i,240,307,2271,2988,0
O~,226,546,1805,3061,1
9,250,642,1571,2710,0
a~,223,490,894,2431,1
o,149,391,893,2787,0
a,233,897,1429,2718,0
2,222,430,1404,2613,0
9,249,574,1572,2560,0
3,250,638,2175,2751,0
E~,213,486,1258,2367,1
i,242,304,2065,3224,0
e,235,376,1981,2791,0
E~,252,516,1218,2459,1
e,225,418,2145,2871,0
o,232,400,912,2802,0
e,229,394,2372,2989,0
E~,232,504,1266,2514,1
e,181,438,2423,3095,0
o,230,420,922,2810,0
i,264,313,2470,3557,0
u,258,292,795,2697,0
y,284,322,2105,2468,0
y,246,288,2005,2471,0
E~,237,521,1245,2418,1
a~,248,504,866,2474,1
O~,221,530,1296,2711,1
u,269,312,864,2727,0
O~,260,523,1653,2986,1
y,225,316,2064,2531,0
o,247,415,835,2716,0
a,184,817,1534,2706,0
i,198,338,2258,3514,0
i,246,312,2155,3251,0
u,236,418,1486,2687,0
E~,208,538,1415,2496,1
y,266,326,2044,2456,0
O~,136,479,1514,2828,1
i,238,322,2470,3300,0
3,215,417,2113,2595,0
O~,232,479,1470,3043,1
a~,216,484,876,2463,1
y,143,295,2040,2565,0
a,238,850,1555,2660,0
e,231,378,1765,2790,0
a~,256,516,877,2511,1
O~,189,422,1325,2792,1
e,226,429,2421,2970,0
o,171,388,886,2739,0
e,240,406,2404,3050,0
3,254,649,2143,2874,0
2,279,438,1419,2668,0
e,232,412,1774,2497,0
3,248,635,2159,2842,0
a~,220,528,895,2436,1
u,238,303,848,2693,0
O~,229,507,1283,2828,1
y,264,283,2104,2594,0
o,218,395,922,2882,0
E~,256,547,1307,2449,1
e,258,467,2351,2958,0
3,223,640,2150,2785,0
E~,241,461,1230,2489,1
2,231,459,1472,2571,0
9,251,637,1449,2676,0
u,267,344,956,2634,0
3,219,397,2430,3110,0
o,272,396,905,2723,0
y,277,293,1877,2404,0
y,233,307,1997,2447,0
3,228,603,1766,2574,0
2,246,460,1510,2649,0
o,237,362,893,2780,0
9,254,644,1641,2707,0
9,247,564,1486,2626,0
o,244,461,847,2841,0
2,244,441,1585,2582,0
i,252,379,2409,3482,0
2,232,447,1419,2641,0
a,179,852,1488,2666,0
9,254,601,1523,2638,0
a,217,805,1514,2670,0
a,225,918,1604,2649,0
O~,224,534,1880,2838,1
E~,248,589,1320,2392,1
u,144,327,953,2793,0
9,231,557,1541,2670,0
a~,232,487,851,2436,1
2,217,394,1455,2576,0
o,265,462,1002,2765,0
9,196,625,1593,2667,0
a~,245,549,836,2549,1
u,182,365,788,2414,0
O~,239,516,2025,3299,1
a~,232,482,943,2448,1
y,240,297,1862,2475,0
u,252,454,1098,2690,0
a,226,811,1618,2677,0
e,219,408,2396,3030,0
E~,266,519,1271,2468,1
i,242,344,506,2702,0
a,243,836,1436,2576,0
E~,182,503,1182,2401,1
i,208,308,2539,3208,0
a,212,820,1484,2689,0
y,232,416,1700,2384,0
3,217,608,2021,2784,0
o,242,461,1052,2692,0
u,259,316,767,2618,0
9,213,680,1780,2715,0
2,224,444,1679,2457,0
9,223,674,1708,2650,0
e,238,450,1997,2731,0
O~,233,495,1095,2861,1
i,230,371,2182,3236,0
E~,238,682,1208,2366,1
3,231,457,2299,2947,0
3,245,477,2224,2897,0
o,233,455,869,2837,0
y,238,363,1720,2358,0
3,226,648,2098,2838,0
9,233,720,1735,2671,0
i,234,302,2221,3514,0
O~,233,492,1049,2835,1
u,250,366,782,2413,0
a~,216,623,930,2779,1
i,241,302,2144,3316,0
y,234,353,1908,2179,0
a~,212,590,914,2825,1
2,241,469,1629,2527,0
a,200,883,1609,2761,0
u,232,359,1227,2800,0
2,249,465,1636,2571,0
a~,229,704,977,2642,1
u,253,338,765,2399,0
a~,226,746,1008,2937,1
a,221,813,1720,2830,0
a,222,850,1455,2783,0
e,255,470,2381,2736,0
2,239,441,1699,2389,0
2,217,424,1751,2585,0
9,222,724,1597,2629,0
E~,225,708,1092,2425,1
O~,247,529,1087,2973,1
3,238,545,2134,2747,0
i,253,310,2185,3462,0
O~,230,432,1128,3103,1
9,228,702,1700,2694,0
a~,220,679,989,2682,1
o,241,478,1083,2677,0
a,219,786,1658,2736,0
2,241,472,1698,2503,0
9,208,683,1674,2629,0
3,227,643,1984,2675,0
E~,211,735,1094,2930,1
i,236,295,2067,3262,0
e,245,468,2269,2884,0
E~,232,766,1168,2340,1
e,233,444,2254,2945,0
o,246,474,1073,2657,0
e,246,483,2239,2819,0
E~,210,722,1149,2930,1
e,235,466,2220,2850,0
o,241,468,1039,2685,0
i,246,324,2074,3321,0
u,258,417,871,2657,0
y,254,373,1906,2495,0
y,247,335,1882,2345,0
E~,222,712,1175,2375,1
a~,223,640,881,2461,1
O~,228,452,1153,2833,1
u,255,469,973,2813,0
O~,233,478,1237,3098,1
y,251,287,1921,2335,0
o,230,451,1045,2572,0
a,234,845,1492,2896,0
i,238,333,2112,3350,0
i,233,360,2088,3343,0
u,221,388,745,2317,0
E~,216,741,1351,2808,1
y,258,485,1656,2479,0
O~,217,462,1152,2968,1
i,238,311,2072,3282,0
3,217,433,2219,2879,0
O~,243,487,1163,2692,1
a~,219,687,1015,2596,1
y,272,342,1885,2445,0
a,207,715,1779,2698,0
e,235,462,2230,2975,0
a~,228,672,1048,2930,1
O~,222,446,1167,2866,1
e,232,443,2300,2822,0
o,215,436,1018,2618,0
e,234,462,2117,2926,0
3,223,713,1969,2634,0
2,237,465,1775,2712,0
e,230,452,2341,2769,0
3,223,605,2033,2752,0
a~,245,743,1140,2996,1
u,265,416,799,2705,0
O~,234,477,1136,3052,1
y,264,362,2058,2606,0
o,226,440,1055,2766,0
E~,221,717,1127,2900,1
e,229,457,2212,2886,0
3,222,603,2076,2813,0
E~,228,737,1147,2596,1
2,235,466,1624,2479,0
9,224,709,1534,2695,0
u,223,429,930,2508,0
3,227,640,2172,2875,0
o,237,453,1045,2607,0
y,261,399,1751,2184,0
y,258,345,1763,2293,0
3,220,609,1990,2708,0
2,245,458,1760,2622,0
o,244,449,1014,2691,0
9,218,682,1767,2781,0
9,225,721,1677,2669,0
o,244,456,906,2822,0
2,231,454,1575,2467,0
i,261,447,2027,3316,0
2,240,475,1572,2523,0
a,208,790,1626,2776,0
9,214,691,1793,2751,0
a,231,799,1496,2895,0
a,214,835,1595,2774,0
O~,215,432,1090,2805,1
E~,217,746,1076,2472,1
u,274,482,1023,2719,0
9,223,678,1843,2696,0
a~,217,704,937,2809,1
2,232,454,1819,2434,0
o,228,455,1110,2670,0
9,199,687,1737,2694,0
a~,230,727,992,2420,1
u,292,326,901,2456,0
O~,248,548,1141,3073,1
a~,225,660,1052,2668,1
y,259,328,1769,2261,0
u,218,434,802,2616,0
a,224,760,1839,2771,0
e,234,461,2232,2765,0
E~,220,617,1144,2230,1
i,250,443,2109,3539,0
a,228,806,1470,2821,0
E~,215,758,1157,2749,1
i,246,311,2213,3493,0
a,153,784,1464,2395,0
y,206,398,1983,2566,0
3,239,785,1972,3182,0
o,153,560,1047,3007,0
u,156,327,1120,2720,0
9,239,823,1863,3131,0
2,246,577,1778,2795,0
9,238,808,1844,2983,0
e,152,552,2421,3228,0
O~,153,572,1334,2889,1
i,245,353,2223,3699,0
E~,273,777,1481,2463,1
3,237,703,2094,2786,0
3,234,653,1475,2405,0
o,247,581,950,3203,0
y,220,361,1754,2672,0
3,240,783,1976,3438,0
9,239,835,1890,3006,0
i,245,330,2197,3476,0
O~,155,489,1265,3346,1
u,161,365,753,2818,0
a~,235,848,1067,2647,1
i,244,316,2206,2903,0
y,156,348,2021,2414,0
a~,235,865,1296,3238,1
2,153,536,1755,2749,0
a,276,932,1318,2062,0
u,206,327,944,2635,0
2,202,559,1827,2734,0
a~,268,851,1135,3194,1
u,163,361,833,2638,0
a~,158,809,1248,3181,1
a,243,924,1722,2985,0
a,246,931,1313,2274,0
e,153,537,2165,3000,0
2,242,554,1906,2890,0
2,276,518,1819,2852,0
9,240,810,1773,3097,0
E~,242,812,1461,2575,1
O~,158,491,1157,2625,1
3,244,763,1521,2779,0
i,198,329,2127,3142,0
O~,213,431,1312,2527,1
9,273,790,1793,3098,0
a~,150,796,1223,3210,1
o,153,571,1071,3012,0
a,241,932,1575,3236,0
2,166,609,1720,2810,0
9,236,793,1817,3097,0
3,245,748,2194,2994,0
E~,243,802,1378,2027,1
i,240,346,2156,3661,0
e,151,551,2427,3271,0
E~,245,932,1393,2698,1
e,245,537,2441,3276,0
o,241,574,1078,2873,0
e,154,599,2385,3362,0
E~,233,772,1240,1899,1
e,201,575,2387,3276,0
o,240,549,1198,2915,0
i,206,348,2229,3205,0
u,203,391,905,2873,0
y,152,342,2063,2616,0
y,159,336,2047,2571,0
E~,246,845,1461,2342,1
a~,237,851,1206,1848,1
O~,239,501,1218,2743,1
u,161,394,955,2783,0
O~,199,522,1345,2588,1
y,193,326,1950,2292,0
o,239,602,1088,2820,0
a,240,875,1495,2280,0
i,230,349,2216,3544,0
i,245,361,2329,3507,0
u,201,371,929,2780,0
E~,243,845,1629,2192,1
y,159,390,1897,2599,0
O~,162,457,1278,3021,1
i,231,388,2208,3431,0
3,239,678,1582,2571,0
O~,158,486,1382,3217,1
a~,247,851,1409,3045,1
y,159,332,2098,2849,0
a,264,927,1794,2838,0
e,204,554,2317,2612,0
a~,244,820,1068,2118,1
O~,203,508,1285,2592,1
e,236,542,2375,3267,0
o,240,583,1074,3049,0
e,238,567,2183,3181,0
3,152,729,2152,3082,0
2,243,544,1815,3026,0
e,205,568,2593,3243,0
3,240,741,1284,2226,0
a~,196,834,1500,2941,1
u,214,448,866,2769,0
O~,243,572,1387,2915,1
y,154,326,2089,2603,0
o,229,569,1193,2775,0
E~,240,818,1409,2712,1
e,241,537,2127,3089,0
3,147,715,1926,3171,0
E~,243,798,1376,1883,1
2,218,593,1877,2909,0
9,231,802,1648,3041,0
u,217,440,1223,2718,0
3,231,710,1445,2665,0
o,201,582,1214,2945,0
y,171,342,1915,2290,0
y,159,348,1890,2645,0
3,238,753,1767,2495,0
2,153,556,1804,2846,0
o,153,591,1135,3011,0
9,234,776,1860,2974,0
9,263,812,1863,2492,0
o,238,587,931,3180,0
2,238,569,1899,2761,0
i,241,469,1705,3320,0
2,225,530,1735,2410,0
a,250,930,1641,3211,0
9,238,763,1800,3100,0
a,237,892,1618,3184,0
a,272,871,1351,2016,0
O~,236,398,1266,2637,1
E~,211,900,1173,1852,1
u,152,470,994,2883,0
9,270,698,1904,2864,0
a~,239,867,1142,2232,1
2,237,557,1878,2776,0
o,218,584,1257,2884,0
9,276,739,1802,2891,0
a~,249,861,1417,3472,1
u,167,347,1019,2643,0
O~,157,451,1244,3213,1
a~,202,924,1530,3608,1
y,162,346,1968,2530,0
u,201,383,879,2755,0
a,152,775,1449,2679,0
e,268,559,2347,3016,0
E~,239,790,1372,2155,1
i,205,427,1220,2877,0
a,203,915,1540,2298,0
E~,216,828,1319,2600,1
i,163,340,2161,2879,0
a,163,773,1317,2651,0
y,153,415,1670,2339,0
3,141,544,1707,2733,0
o,166,397,938,2497,0
u,204,310,873,2382,0
9,125,523,1546,2572,0
2,125,375,1422,2316,0
9,150,481,1420,2548,0
e,187,369,1715,2526,0
O~,168,558,1336,2409,1
i,195,272,2144,2810,0
E~,162,663,1342,2826,1
3,165,450,1884,2761,0
3,113,424,1884,2697,0
o,155,413,781,2714,0
y,117,390,1480,2193,0
3,152,479,1808,2842,0
9,137,503,1540,2378,0
i,138,287,2165,3305,0
O~,173,613,1688,2985,1
u,202,392,724,2761,0
a~,153,706,1693,2853,1
i,157,271,2106,3177,0
y,133,276,1850,2294,0
a~,150,659,1503,3293,1
2,180,361,1568,2475,0
a,151,649,1556,2704,0
u,134,326,916,2276,0
2,134,387,1454,2423,0
a~,118,673,1553,3142,1
u,191,491,1135,2715,0
a~,106,664,1541,3139,1
a,155,661,1461,2718,0
a,116,734,1387,2824,0
e,186,379,2080,2662,0
2,131,351,1604,2334,0
2,148,338,1606,2484,0
9,122,561,1280,2675,0
E~,156,653,1256,2550,1
O~,183,544,1542,2607,1
3,105,493,1820,2716,0
i,177,293,2012,2654,0
O~,128,495,1897,2788,1
9,128,506,1411,2474,0
a~,162,617,872,2480,1
o,116,460,914,2358,0
a,153,699,1311,2804,0
2,137,346,1582,2569,0
9,121,541,1550,2494,0
3,135,534,1708,2743,0
E~,178,501,1214,2133,1
i,165,331,2064,3133,0
e,169,363,2062,2708,0
E~,160,699,1320,2599,1
e,109,415,1967,2715,0
o,101,384,896,2564,0
e,117,350,1795,2466,0
E~,180,704,1253,2778,1
e,116,423,2027,2697,0
o,129,385,949,2455,0
i,162,318,2108,3096,0
u,123,414,826,2440,0
y,109,286,1698,2305,0
y,121,288,1616,2138,0
E~,108,827,1520,3373,1
a~,124,690,838,2340,1
O~,160,521,1355,2492,1
u,170,450,848,2616,0
O~,154,574,1084,2261,1
y,148,295,1766,2265,0
o,163,403,937,2645,0
a,112,719,1432,2874,0
i,170,280,2122,3093,0
i,177,356,1986,2825,0
u,198,282,803,2415,0
E~,122,637,1465,2863,1
y,118,412,1699,2394,0
O~,137,576,1311,2747,1
i,118,275,2085,3199,0
3,157,403,1910,2801,0
O~,176,516,1092,2306,1
a~,117,651,1848,3251,1
y,138,303,1935,2428,0
a,153,614,1457,2816,0
e,119,380,1975,2872,0
a~,159,665,1800,2950,1
O~,160,501,1350,2369,1
e,156,393,1915,2731,0
o,169,375,873,2507,0
e,152,410,1989,2598,0
3,114,501,1889,2767,0
2,133,371,1566,2616,0
e,122,390,1794,2646,0
3,113,477,1681,2748,0
a~,124,636,2000,3451,1
u,136,397,907,2641,0
O~,154,546,1684,3037,1
y,193,352,1833,2720,0
o,120,356,936,2395,0
E~,158,609,1312,2424,1
e,161,376,1934,2697,0
3,157,533,1791,2783,0
E~,109,570,1339,2766,1
2,125,408,1492,2291,0
9,152,546,1292,2707,0
u,163,344,959,2362,0
3,168,473,1921,2710,0
o,166,379,1002,2552,0
y,151,345,1746,2376,0
y,136,346,1690,2362,0
3,127,530,1755,2640,0
2,132,334,1619,2547,0
o,158,416,952,2384,0
9,158,518,1528,2537,0
9,148,580,1445,2505,0
o,173,416,731,2906,0
2,181,403,1478,2433,0
i,134,363,2008,3032,0
2,112,356,1265,2374,0
a,138,628,1367,2580,0
9,122,491,1484,2584,0
a,128,530,1352,2754,0
a,127,651,1591,2682,0
O~,156,510,1682,2675,1
E~,175,682,1236,2342,1
u,163,441,882,2699,0
9,124,540,1531,2427,0
a~,173,714,1852,3354,1
2,125,335,1637,2281,0
o,164,403,944,2597,0
9,152,489,1489,2492,0
a~,118,677,828,2450,1
u,144,331,815,2412,0
O~,114,545,2223,3402,1
a~,152,508,916,2496,1
y,127,313,1619,2185,0
u,165,379,773,2544,0
a,145,603,1498,2745,0
e,148,405,1964,2589,0
E~,165,587,1234,2285,1
i,124,349,2212,3343,0
a,145,619,1529,2580,0
E~,122,815,1781,3341,1
i,172,333,2237,3109,0
a,225,836,1373,2955,0
y,207,303,1968,2340,0
3,194,597,1893,2871,0
o,217,346,1194,2745,0
u,239,258,1144,2504,0
9,205,611,1626,2758,0
2,224,378,1499,2529,0
9,200,587,1531,2754,0
e,221,374,2272,3061,0
O~,229,397,975,2461,1
i,229,257,2311,3345,0
E~,230,506,1464,2509,1
3,227,507,2165,2798,0
3,228,595,2272,3129,0
o,223,397,884,2957,0
y,236,270,1985,2590,0
3,214,625,2155,3133,0
9,203,558,1617,2655,0
i,220,294,2185,3184,0
O~,237,338,1122,2601,1
u,244,304,630,2433,0
a~,236,490,928,2432,1
i,221,265,2318,3470,0
y,241,310,1993,2506,0
a~,258,492,1311,2852,1
2,236,421,1569,2569,0
a,232,914,1725,2985,0
u,244,279,1334,2455,0
2,209,371,1621,2632,0
a~,216,521,1743,3095,1
u,273,310,1297,2525,0
a~,220,580,1326,2775,1
a,220,865,1759,2973,0
a,208,940,1613,3108,0
e,238,436,2395,2956,0
2,218,349,1596,2542,0
2,222,390,1680,2667,0
9,221,646,1560,3015,0
E~,234,435,1186,2407,1
O~,214,661,2232,3566,1
3,227,608,2049,2774,0
i,215,256,1722,2882,0
O~,234,304,1022,2263,1
9,220,651,1678,2936,0
a~,222,569,1481,3028,1
o,237,386,1003,2781,0
a,223,727,1705,3073,0
2,239,417,1591,2629,0
9,213,600,1640,2850,0
3,200,630,2125,3128,0
E~,214,439,1099,2048,1
i,228,272,1715,2760,0
e,238,422,2494,3106,0
E~,237,553,1305,2139,1
e,246,395,2481,3111,0
o,235,409,1026,2786,0
e,225,380,2306,2993,0
E~,235,559,1291,2476,1
e,235,417,2298,2976,0
o,205,387,1077,2719,0
i,219,264,2293,3410,0
u,236,307,725,2810,0
y,247,268,2108,2631,0
y,226,299,1893,2444,0
E~,223,482,1273,2079,1
a~,225,562,1182,2747,1
O~,235,355,958,2492,1
u,253,373,1021,2777,0
O~,225,337,902,2445,1
y,234,250,1935,2335,0
o,248,446,1000,2764,0
a,225,916,1693,3067,0
i,242,277,2167,3320,0
i,214,323,2316,3438,0
u,225,307,1658,2811,0
E~,227,679,1309,1810,1
y,231,406,1783,2689,0
O~,249,317,986,2429,1
i,201,267,2299,3167,0
3,234,539,2128,2819,0
O~,243,407,1552,2652,1
a~,227,485,1267,2641,1
y,246,299,1936,2650,0
a,223,793,1814,2879,0
e,225,412,2182,2693,0
a~,223,536,1365,2769,1
O~,251,451,1228,2914,1
e,239,429,2475,3127,0
o,242,408,948,2890,0
e,210,364,2324,3031,0
3,214,665,1645,2236,0
2,230,405,1743,3083,0
e,255,487,2416,2946,0
3,223,586,1109,2263,0
a~,211,549,878,2408,1
u,241,369,906,3047,0
O~,239,350,1098,2423,1
y,233,281,2071,2648,0
o,213,348,1025,2785,0
E~,219,607,1306,2464,1
e,231,392,2463,3057,0
3,204,597,2061,2971,0
E~,229,495,1227,2486,1
2,220,422,1641,2533,0
9,219,677,1587,2780,0
u,230,295,1116,2740,0
3,207,535,2295,3007,0
o,243,427,1080,2770,0
y,254,291,2010,2488,0
y,229,271,1893,2460,0
3,217,646,1827,2416,0
2,247,387,1559,2760,0
o,219,362,999,2753,0
9,213,604,1612,2745,0
9,206,623,1614,2826,0
o,236,431,785,3158,0
2,235,428,1532,2563,0
i,240,344,2275,3502,0
2,249,389,1392,2639,0
a,225,813,1798,3008,0
9,233,539,1535,2785,0
a,227,881,1718,3032,0
a,226,888,1631,2998,0
O~,244,319,893,2599,1
E~,228,671,1159,2214,1
u,243,338,1014,2791,0
9,212,638,1645,2771,0
a~,225,625,1253,2841,1
2,210,385,1640,2423,0
o,243,434,1084,2786,0
9,227,679,1606,2796,0
a~,227,395,1180,2641,1
u,250,265,840,2510,0
O~,247,455,1525,2939,1
a~,219,733,1735,3382,1
y,227,257,1845,2383,0
u,225,384,996,2480,0
a,215,709,1962,3074,0
e,233,413,2482,3051,0
E~,238,366,1111,2293,1
i,237,296,2490,3625,0
a,213,870,1660,3022,0
E~,211,430,1089,2193,1
i,266,326,2206,3130,0
a,286,845,1699,2209,0
y,276,402,1905,2508,0
3,224,654,2093,2709,0
o,207,500,1268,2959,0
u,216,326,1160,2587,0
9,243,660,1852,2370,0
2,225,472,1644,2659,0
9,249,663,1704,2693,0
e,200,476,2140,2916,0
O~,234,407,1144,2546,1
i,267,296,2430,2995,0
E~,266,814,1337,2212,1
3,250,661,1816,2790,0
3,268,624,2004,2583,0
o,202,522,924,2806,0
y,267,298,2127,2494,0
3,151,711,1966,2730,0
9,258,680,1729,2616,0
i,215,339,2263,2895,0
O~,161,610,1177,2170,1
u,188,409,789,2889,0
a~,237,590,1238,2332,1
i,195,301,2277,3314,0
y,276,290,2067,2403,0
a~,221,656,1264,3486,1
2,237,473,1779,2638,0
a,233,859,1786,2345,0
u,212,345,1091,2767,0
2,204,424,1698,2836,0
a~,238,669,1082,2576,1
u,195,326,1032,2667,0
a~,236,824,1398,2961,1
a,250,795,1625,2180,0
a,197,876,1587,2273,0
e,174,473,2289,2827,0
2,227,407,1784,2714,0
2,238,459,1764,2842,0
9,266,749,1603,2786,0
E~,223,861,1349,3449,1
O~,183,697,1296,2956,1
3,198,674,1392,2478,0
i,213,334,2467,3579,0
O~,199,351,1257,2386,1
9,277,735,1748,2855,0
a~,250,624,992,2386,1
o,188,408,1125,2769,0
a,278,827,1682,2249,0
2,225,424,1791,2709,0
9,231,639,1500,2503,0
3,235,690,1574,2505,0
E~,230,794,1323,2882,1
i,262,279,2235,3645,0
e,271,506,2022,2916,0
E~,250,780,1216,1976,1
e,226,519,2150,2724,0
o,203,514,1121,2820,0
e,176,404,2270,2877,0
E~,227,827,1402,2877,1
e,261,547,2340,2926,0
o,201,498,1117,2846,0
i,210,332,2155,3318,0
u,153,356,905,2766,0
y,266,279,2055,2377,0
y,208,326,1923,2437,0
E~,222,835,1389,2417,1
a~,198,711,1340,2852,1
O~,235,427,1184,2486,1
u,238,418,993,2876,0
O~,235,311,1332,2278,1
y,261,296,1931,2317,0
o,214,449,933,2871,0
a,235,828,1384,1884,0
i,239,310,2344,3680,0
i,234,341,2342,2561,0
u,198,331,938,2536,0
E~,243,784,1286,2784,1
y,268,441,1843,2553,0
O~,239,425,1343,2519,1
i,242,252,2063,2976,0
3,242,636,1824,2329,0
O~,168,586,1475,2718,1
a~,237,679,1023,2283,1
y,158,322,2107,2644,0
a,258,805,1743,2089,0
e,257,420,2270,3096,0
a~,241,699,965,2907,1
O~,206,437,1200,2882,1
e,242,463,2448,3246,0
o,196,471,945,2835,0
e,276,509,2285,2947,0
3,278,705,1921,2598,0
2,292,531,1750,2947,0
e,203,587,2391,3132,0
3,231,709,1841,2757,0
a~,156,714,1345,2615,1
u,266,466,909,2818,0
O~,222,481,1085,2211,1
y,212,324,2107,2729,0
o,278,498,1422,2964,0
E~,202,726,1220,2169,1
e,232,481,2255,3018,0
3,265,660,1570,2597,0
E~,273,829,1376,2858,1
2,291,459,1963,2684,0
9,266,716,1592,2816,0
u,234,306,1006,2669,0
3,290,604,1901,2263,0
o,228,449,1025,2822,0
y,160,337,1985,2606,0
y,169,365,1977,2654,0
3,215,711,2067,2646,0
2,225,472,1791,2768,0
o,158,450,1055,2817,0
9,261,697,1786,2778,0
9,231,702,1657,2759,0
o,242,530,924,2879,0
2,271,528,1746,2603,0
i,217,338,1850,2362,0
2,231,472,1576,2694,0
a,243,840,1522,1840,0
9,253,706,1750,2771,0
a,254,848,1486,1809,0
a,152,780,1805,2902,0
O~,204,480,1124,2593,1
E~,220,807,1176,2804,1
u,225,418,993,2768,0
9,280,696,1792,2746,0
a~,295,774,995,2304,1
2,226,477,1762,2592,0
o,270,511,1162,2871,0
9,247,689,1806,2727,0
a~,220,622,1204,2558,1
u,186,389,1117,2899,0
O~,190,466,1130,2553,1
a~,280,725,1183,2538,1
y,181,325,1834,2532,0
u,227,354,845,2626,0
a,235,837,1661,2029,0
e,239,499,2230,2855,0
